text,ref,translated,similarity_score
"Ↄde kaa ho sɛ, ɛho hia nso sɛ aban no boa wɔn a wɔyɛ nneɛma no sɛdeɛ ɛbɛyɛ a wɔbɛtumi ayɛ nneɛma a ɛsom bo pa ara a yɛbɛtumi de amane aman afoforɔ ama mfasoɔ aba so ama ɔman no na ɔman no agye din wɔ wiase aman nyinaa dwa so.",He added that it is also important for the government to support the manufacturing sector to develop a competitive export product that will be able to compete on the international market.,"[“Greetings, I am a traveler who has traveled to the land of the people of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has been blessed with a beautiful woman. I am a traveler who has traveled to the land of the north and has",0.0161895751953125
"Hyɛ no nso sɛ mmɔfra taa nya wɔn resose mogya firi wɔn agyanom hɔ, sɛ ɛyɛ 'positive' anaa 'negative'.","Note thar, children mostly get their resource blood from their fathers, either positive or negative.","""The traditional view is positive, while negative is the alternative.""",0.2423095703125
"Ↄkasamafo no daa no adi sɛ, sɛ wɔwie saa akwankyerɛ yi a, wɔde ɛho asɛm bɛba abɛto wɔn nyinaa anim ama wɔasi gyinaeɛ.","The Speaker further clarified that once the Adhoc committee completes its investigation, the findings will be presented to the entire house for a collective decision to be made on the matter.","“And, when the sun rises, the gods are pleased, and they are happy to see, to the land where the death of a mother is a cause of sorrow, and the joy of a child is a cause of happiness.”",0.06866455078125
"Ɛno nti, ɛho hia pa ara sɛ yɛtaa di mmire.","Therefore, it is very important to eat millet regularly.",“I see the moon.”,0.003997802734375
"Amanebɔ a Asoeɛ a Kuayɔ ho Nsɛm so no de bɛtoo dwa kyerɛɛ mu sɛ, atirimpɔ a wɔde abue saa dwa yi nyinaa ne sɛ ɛbɛboa ama nnuane boɔ a ahuri kɔ soro wɔ ɔman yi mu no bɛtumi aba fam sɛdeɛ mmoborɔfoɔ ne wɔn a wɔn nsam nhyɛda nni bi no nyinaa bɛnya wɔn so ne wɔn deɛ atɔ.",The report released by the Ministry of Agriculture explained that the overall objective of the opening of these markets is to help bring down the soaring food prices in this country as the poor and the underprivileged all who do not have it will have theirs on them and theirs will be bought.,"“Amanebɔ a Asoeɛ a Kuayɔ ho Nsɛm so no de bɛtoo dwa kyerɛɛ mu sɛ, atirimpɔ a wɔde abue saa dwa yi nyinaa ne sɛ ɛbɛboa ama nnuane boɔ a ahuri kɔ soro wɔ ɔman yi mu no bɛtumi aba fam sɛdeɛ mmoborɔfoɔ ne wɔn a wɔn nsam nhyɛda nni bi no nyinaa bɛnya wɔn so ne wɔn deɛ atɔ.",0.1080322265625
Ԑsԑ sԑ onipa no te nnuro a wᴐde te yaw biara soᴐ no so.,The person should stay on any pain medication.,"""This is a dangerous situation, and it's a difficult path to follow.""",0.048736572265625
"Asɛm no kae sɛ wɔn a wonnim akenkan ne akyerɛw no mu ɔpepem 4.6 yɛ mmea na ɔpepem 3.3 yɛ mmarima, na ɛkyerɛ sɛ mmea wɔ ɔhaw bi a na ɛkɔ so tra hɔ bere tenten.","The news stated that 4.6 million of the illiterate are women and 3.3 million are men, this shows that women have some challenges which can last long.","""I want to buy a woman with a beautiful face and a peaceful life for me. I was born in Accra and grew up with a family income of 4.6 years and a family income of 3.3 years, and if I had a family, I would have been a very poor person.""",0.237060546875
Woyɛ ɔbarima? Ɛnneɛ saa apɔmuden adesua yi ho hia wo  papaapa.,Are you a man? Then this exercise is very important to you,“Hello! How are you today?”,0.0053253173828125
"Sɛ yɛhwɛ mu a, Aisha Huang opeemu no ankasa deɛ, NPP mu nnipa titire, Nkrabea Effah Dartey na ↄregyina n’afa adi n’asɛm no.","In fact, Aisha Huang's appeal itself is being defended by NPP figure, Nkrabea Effah Dartey.","“The people are happy, Aisha Huang’s campaign is successful, NPP is contrasted with the opposition, and Nkrabea Effah Dartey is praised for his dedication and efforts in the area.”",0.56591796875
Atadwe yε aduadeε a wᴐdii kwan duaa no wᴐ Egypt no mu baako.,Tiger nuts is one of the first crops to be grown in Egypt.,"Translation: Atadwe, a water source, is a place where prayers are offered, and in Egypt, there is a lack of water.",0.276123046875
Ɛsɛ sɛ woyɛ yei berɛ a woremma no ntwetwe w'adwene mfiri nneɛma a ɛho hia pa ara woresusu ho no so.,You need to do this while not letting it distract you from the more important things you are thinking about.,“I am a man who is in a bathroom no long enough to be comfortable and there is a woman nearby.”,0.1263427734375
"Obi wu patuwuo a, Akanfoɔ gye di sɛ wato ne kɔn awu nti wɔyɛ no ayi pa.","When someone dies unprepared, Akans believe that he has locked his neck dead so they give him a good funeral.","“The sun is shining, and the sky is clear.”",0.04693603515625
Nsɛnkyerɛnneɛ bɛn na ɛbɛda adi ama obi ahunu sɛ ɔwɔ ayamtim?,What are the symptoms of constipation?,"“Tell me, what do you want to say?”",0.037200927734375
"Deɛ ɛteɛ ne sɛ, prɛkɛsɛ yɛ aduaba bi a ɛtu hua yie, na sɛ obi de reyɛ aduane na wonam akyiri koraa a wotumi te.","The fact is that the Aidan fruit is one that has a strong scent; therefore, the aroma from food being prepared with it can be sensed from quite a distance away.","“And they were, a person, a story of a woman who was kidnapped, and that was the reason for their arrival at the heart of the village, and the reason for their being taken away from the village.”",0.1507568359375
"Ɛsiane yei nti, sɛ wowe karɔto a, ɛmma ɛkɔm nne wo ntɛm.","For this reason, eating carrots prevents you from feeling hungry quickly.","“I am hungry, and I want to eat.”",0.3564453125
"Animdefoɔ kyerɛ sɛ, ahoɔdennuro bi a wɔfrɛ no Omega 3 fati ased wɔ salmɔn mu a ɛboa apemfoɔ nipadua pa ara.",Experts says that salmon contains Omega 3 fatty acid which is very helpful for the body of pregnant women..,"""Until we can access the Omega 3 fatty acids from the meal, we have no food available.""",0.283935546875
Owura Sarpong a wↄde saa kwaadu yi abↄ no no gyee apoobↄ nsɛm a wↄaka afa ne ho sɛ ↄyɛ no nyinaa too mu.,Mr Sarpong who was found guilty accepted all the fraud cases on him.,"""This is a very sad situation. I am suffering from a terrible loss, and I am grieving for the loss of my loved ones.""",-0.01107025146484375
"Wɔsan kyerɛ sɛ, aduaneduro bi a wɔfrɛ no folate nso ahyɛ no ma, na saa aduaneduro yi boa ɔpemfoɔ no ne abɔfra a ɔhyɛ yafunu mu no nyinaa.","It is also said to be rich in folate, which helps both the pregnant woman and the unborn child.","Hello, everyone, this is about a problem with a woman who was robbed of a child, and that child was stolen from her home, and she was taken from her father’s house.",0.09515380859375
"Ansa na Asanteman rebɛkɔ ɔko yi no, Ɔkɔmfo Anɔkye hwɛɛ pɛtɛtakra mu.","Before the Asanteman went to this battle, the Wizard of the Morning looked into the peat.","“Ansa na Asanteman rebɛkɔ ɔko yi no, Ɔkɔmfo Anɔkye hwɛɛ pɛtɛtakra mu.”",0.229248046875
"Mpaneɛ no bi bɛtumi ayɛ deɛ ɛbɛbɔ wo ho ban afiri papuu, ntoburo, atiridii ne nyarewa afoforɔ ho.","Some of the vaccinations can be used to protect you from flu, measles, malaria and other diseases.","“I am a person who is able to do something, and I want to learn more about it.”",0.06884765625
"Sԑ wɔpɔre nnuaba ho a, wɔtwe ԑmu nnepa no ne deԑ ԑboa nipadua no firi mu.","When fruit is peeled, the nutrients and nutrients are extracted.","“I saw a snake in the grass, and I found a snake in the field.”",0.026763916015625
"Ɛte saa deɛ a ɛnneɛ na yɛrebisa sɛ, ɛdeɛn na ɔbaa bi taa yɛ a ɛkɔfa wei ba?","if it is so then we are asking that, what has been the cause of this disease.?","""Please, go home, I will not sell you for anything.""",-0.048309326171875
Kwan Ahodoɔ a Obi bɛtumi Afa So Asɔ Dwonsɔtoa a Ɛkyi Nsuo no Ahonhono Ano.,Different Ways One Can Control Urinary Incontinence.,“Kwan Ahodoɔ a Obi bɛtumi Afa So Asɔ Dwonsɔtoa a Ɛkyi Nsuo no Ahonhono Ano.”,0.050750732421875
"Agorɔ yi mu no, agofomma no nyinaa kotokoto hɔ, twa konka a wɔn mu biara kuta ɛboɔ kumaa bi wɔ ne nsam.","In this game, the players all bend to form a circle whiles holding a small stone in their hand","“I am a man who is not good, and I am not a good person. A man who is not good is a bad person, and a good person is a good person.”",0.063720703125
"Mmaranimfoɔ mmienu a ɔde wɔn asi Effah Dartey a ɔwɔ n’ahomegyeɛ mu a wagyina China foɔ no anan mu adi ama wɔn bɛyɛ mfeɛ nnum nie no ne, Miracle Attachey ne Hope Agboado.","The two lawyers he has appointed to replace the retired Effah Dartey who has represented the Chinese adviser for about five years are, Miracle Attachey and Hope Agboado.",“I am a man from Ghana who was recently to China to see a friend. I was very impressed by the beauty of the place and I wanted to share my experience with others.”,0.166259765625
"Ɛwo a, na afei wɔkeka abom ama ɛmu ayɛ duru na wɔde atware wɔn asenem.","If it dries, which is then they bring it together to make it heavy and rap around their waist.","“I am a person who is safe and sound, and I am experiencing a difficult situation in my home.”",-0.13525390625
"Sε wei toa so wᴐ nnawᴐtwe bi mu a, εtumi ha adwene no dwumadie.","If this continues for a week, it can affect the brain functions.","“The sun shines on the river, and the water flows freely.”",0.048614501953125
Nnnipa bebree bu pɛɛ sɛ ɛyɛ aduaba a ɛsom bo pa ara ɛsiane sɛ ahoɔden bebree ahyɛ no ma.,Many people consider it to be a very valuable fruit because it is full of energy.,“Nnnipa bebree bu pɛɛ sɛ ɛyɛ aduaba a ɛsom bo pa ara ɛsiane sɛ ahoɔden bebree ahyɛ no ma.”,0.062103271484375
Ɔkwan foforɔ a obi bɛtumi afa so anya yadeɛ yi bi ne sɛ ɔde biribi a ano yɛ nam a atwa obi a ɔwɔ saa yadeɛ yi mu bi pɛn adi dwuma ama no atwa ɔno nso.,Another way a person can get the disease is by using a sharp object that has already cut someone with the disease of which he or she is also cut with it.,"“The sound of the wind is a reminder of the past, and it is a reflection of the present.”",0.00839996337890625
"Dwene nneɛma papa a asi wɔ w'abrabɔ mu no ho pii, na ma w'ani ngye.","Think a lot about the good things that have happened in your life, and be happy.","“I love you, my father and my mother.”",0.12109375
Mmom mmɔfra a ɛdi akyire no awoɔ mu na sɔretia no bɛba.Wosusu sɛ deɛn ntira?,but the birth of the other children will be affected. While do you think so?,"""Mom is beautiful, and I saw a baby in the mirror yesterday. Why are you sad?""",0.1392822265625
"Sԑ wᴐde paneԑ ne nneԑma a wᴐde yԑ no yԑ obiara deԑ anaa sԑ wᴐde yԑ obi ho adwuma na wᴐsane de di onipa foforᴐ ho dwuma na sԑ ԑyԑ adeԑ a wᴐampepa anaa wᴐansiesie no yie a, ԑde ᴐmanfoᴐ to asane mu.","If panes and products are used for anyone else or if they are used for someone else and if they are not cleaned or cleaned properly, they put the public in danger.","“I look at a wide view, but the wide view is not my own. I’m a witness to the events, and I’m saddened by the suffering. I’m a witness to the suffering, and I’m a witness to the destruction of the people. I’m a witness to the destruction of the people, and I’m a witness to the pain. I’m a witness to the pain, and I’m a witness to the loss of the people. I’m a witness to the loss of the people, and I’m a witness to the devastation.",0.1473388671875
Nnuaba a wɔapɔre ne ho agu de ayԑ nnuane foforɔ (nh. Esam paanoo),Peeled fruits for other foods (e.g. bread),"“A man is looking at a sign/message/warning.""",-0.01496124267578125
"Ahemfo nan a wɔde wɔn nkwa twaa so no ne, Ɛdwesohene Nana Adu Kupe, Adwumakaase-Kɛse hene Nana Asɛnso Kofo, Mampɔnhene Nana Boahen Anantuo ne Nana Tweneboa Kodua.","The four kings who lost their lives were, the King of the Highlands, Nana Adu Kupe, the King of the Great Works, Nana Asenso Kofo, the King of the Kings, Nana Boahen Anantuo and the King of Tweneboa Kodua.","“Excuse me, I want to speak to you about the situation, and I’m here to discuss the area of Adwumakaase.”",0.162353515625
"Angel TVfoɔ ammɔ sukuu yi din nanso wɔkyerɛ mu a, asuafoɔ no mu binom tɔɔ baha berɛ a wɔkaa akyiri simma aduasa a wamma wɔanwura ɛdan no mu ankɔtwerɛ wɔn nsɔhwɛ no.","Although the Angel TV station did not mention the school's name in the news but, some students fainted when they were thirty minutes late and were denied access to the exams hall.","“Angel TVfoɔ ammɔ sukuu yi din nanso wɔkyerɛ mu a, asuafoɔ no mu binom tɔɔ baha berɛ a wɔkaa akyiri simma aduasa a wamma wɔanwura ɛdan no mu ankɔtwerɛ wɔn nsɔhwɛ no.”",0.1734619140625
"Ɛgye yɛn berɛ, yɛhwere akwannya pii ɛnam yadeɛ bi nti na esiane nso sɛe sika.","We loose time and a lot of opportunities due to sickness, and we lose a lot of money as well.","Hello everyone, I’m sorry, but I’ve seen it.",-0.03717041015625
Ɔkwan a yɛbɛtumi afa so asi akomayadeɛ ano.,Ways to prevent heart disease.,"“The sound of the rain is beautiful, isn’t it?”",0.005462646484375
Ↄkyerɛɛ sɛ ɛwɔ sɛ aban ani ku wɔn a wɔma yɛn saa nneɛma yi akuo no ho na ɔde sika hyɛ mu na ɔde nhyɛ to nneɛma bi te sɛ wei a yɛkra firi aburokyire no so.,"He explained that, restriction of importation of some of these products, side-by-side with increased local production, is a realistic proposition that we need to begin to consider","[“The rain fell on the Akan people and the river of the Akan people was in a state of mourning, and I had been missing for a long time. I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I had been missing for a long time, and I",0.1285400390625
Poleeno a ↄtwa sini wↄ Kumase na wagye din no de too dwa nnora Yawoada sɛ Baba Spirit a ↄyi nsɛnkwaa ma nnipa sere nya ahomeka no agyae ne nkwa mu.,"Poleeno, who is a popular actor in Kumasi announced it on yesterday which is Thursday that Baba Spirit the comedian who was sick is dead.",“The spirit of the dead is a healer who comes to the home to heal the sick.”,0.339599609375
Wɔtumi gya wɔn tirinwi gu so kuhaa a wɔnni no ni.,They don't care leaving their hair bushy and messy without trimming or washing it.,"“What is the water of the cup, do you want to know?”",0.01007080078125
"Mpanimfoɔ se, ""Aboa biara didi kɔ baabi a n'asom bɛdwo no.""Saa ara nso na nnomaa a wɔn ntakra korɔ na wɔtu bɔ mu.","The elders says, ""every animal eat towards where it would have comfort."" As well as birds with the same feathers fly together","“The world is, “The world is, a place where the father is found.”  The sun shines on the river.”",0.264404296875
"Obiara ani ku n'apɔmuden ho yie, ne saa nti nkyerɛkyerɛ ahodoɔ pii na nnipa binom da no adi fa apɔmuden ho.","Everyone is very concerned about their health, and therefore there are many different teachings about health.","“I am a person who is connected to the sound of the ocean, and I am a witness to the stories of the sea.”",0.11676025390625
"Afei nso, wɔsan kyerɛ sɛ, wɔn a wɔdi nanso wɔntaa nni no daa no nso bɛtumi anya ahobammɔ kakra afiri ketewa bi a wɔdi no mu.","Furthermore, it is also suggested that those who eat it rarely but regularly may also have some protection from a small amount.","""I want to share stories about how the people are connected and how they support each other, and how the people are connected to each other and how they are supportive of each other.""",0.049224853515625
"Megye di sɛ, kakra a yɛabobɔ so yi ara ama woahunu sɛ, ɛnyɛ papa sɛ yɛbɛnya adwene sɛ akuafoɔ di hia, wɔn ho nte, anaasɛ kuayɔ yɛ adwuma a animuonyam biara nni mu.","I believe that the foregoing has shown you that it is wrong to think that farmers are poor, unclean, or that farming is a dishonorable occupation.","“The people of the village, like a young man’s story, spoke of a prophecy that was terrifying and frightening, and they were afraid of the sound of the spirit’s voice, when he was young, and they were afraid of the sound of the spirit’s voice.”",0.34375
Ɔhyɛɛ ne sinitwa ase wɔ afe 2004 mu.,He started his filming career in 2004.,“The year 2004 was in the presence of a map of 2004.”,0.272216796875
vi.Obi ahyɛda agyae ne ho ato nsuo mu awu.,vi. Someone drowning himself to death.,"“Give me a piece of your belongings, and I will return to you.”",0.109130859375
"Bio, nipa no ani so taa kyin no kakra, na ne honam nso taa yɛ ne mmerɛ.","Furthermore, the person's eyesight is sometimes slightly blurred, and his body is often weak.","“I am a person who is not a person, and I am a person who is not a person.”",0.0823974609375
"Ꜫnam sε na wɔsusua nti, awofoɔ nketewa yi sii wɔn adwene pi de wɔn ba Oprah kɔtenaa ne Nana Hattie Mae Lee nkyεn mfeε nsia.","Because they were young, these young parents decided to place their daughter Oprah with her Grandmother Hattie Mae Lee for six years.","""I am a woman from Ghana, and I am very grateful to you.""",0.19140625
"Εba no saa a, εha nnipa no dwumadie ahodoᴐ, εfiri sε n’adwene da so ara wᴐ asεm dada no so.","When this happens, it affects the activities of the person, because his mind is still on the old story.","“I am not a person, but a shadow, and I am a witness to the events of the past, and I do not know what is happening now.”",0.350830078125
"Sɛ yɛhwɛ ɔman yi ho nnwom bi te sɛ “Dwene Ↄman yi ho, Ghana Akuafoɔ, Osee Yiee Ghana, ne Aniha mu nni biribi sɛ ohia” a, nhwehwɛmu kyerɛ sɛ mmabunu dwontokuo a ɛwɔ Bomaa a Yaw Owusu Badu a wanya ne baabi korɔ na na ɔda ano no na wɔsaee saa nnwom yi toeɛ.","Looking at some of the country’s songs like “Think Ↄthis country, Ghanaian Farmers, Osee Yiee Ghana, and Aniha me have nothing but poverty”, research shows that the youth choir in Bomaa a Yaw Owusu Badu who has found his place and and at the mouth of the grave these songs were sung.","“Sɛ yɛhwɛ ɔman yi ho, Ghana Akuafoɔ, Osee Yiee Ghana, ne Aniha mu nni biribi sɛ ohia” was spoken in Ghana, and the speaker was a researcher.",0.6025390625
"Yɛde amanyɔsɛm to nkyɛn a, ɛsɛ sɛ yɛkae sɛ, ɛyɛ Ghanani biara asɛdeɛ sɛ ɔde nokorɛdie ne ɔmampɛ honhom bɛpere ɔman no nkɔsoɔ.","Absolutely! Regardless of political affiliations, every Ghanaian should prioritize the development and progress of the country.","""I am a person from a village, and if you are looking for a place, it is a place that is often described as a dangerous one, and it is a place where there is a lot of conflict and a lot of oppression, and an African nation is not safe for an African man.""",0.240966796875
Mogyaborosoɔ a ɛdi kan ne deɛ ɛtɔ so mmienu.,Primary and secondary hypertension.,“I am very happy to meet you.”,-0.0269317626953125
